tweet,brand,sentiment,clean_text,overall
I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw,iPad,Positive,i laughed at the ipad until i spent this week hauling my macbook everywhere now i really want an ipad and a shoulder rub sxsw,1
Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!,iPad or iPhone App,Positive,any sxsw attendees need a qr code reader for their iphone tweet us an image of you with your badge and the first get optiscan free,1
Hey #SXSW attendees...you should hop in line at the #Apple store now. Only four days til your new iPad2 comes in...,iPad,Positive,hey sxsw attendeesyou should hop in line at the apple store now only four days til your new ipad comes in,1
they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android,Android,Negative,they took away the lego pit but replaced it with a recharging station sxsw and i might check prices for an iphone crap samsung android,0
".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative&quot; or busy #gamestorming #sxsw",Apple,Negative,bad apple shows up late qs the process poopoos ideas leaves early can even be quotim too creativequot or busy gamestorming sxsw,0
Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.,iPad,Negative,trying to balance the power of power needs on iphone vs ipad at sxsw this g ipad sucks it out quick might have go airplane mode,0
My iPhone battery at 100%. #winning at #SXSW,iPhone,Positive,my iphone battery at winning at sxsw,1
My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce,iPhone,Negative,my iphone battery cant keep up with my tweets thanks apple sxsw precommerce,0
this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,Apple,Positive,this will be fun to watch ipadmadness rt apple opening popup store in austin for sxsw link sxsw,1
This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention,Apple,Positive,this will be out of control apple set to open popup shop in core of sxsw action link via cc,1
Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,iPad,Positive,celebrate beauty of the web the msft ie launch amp play our new html game to win an ipad link sxsw,1
���@mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention,iPad,Negative,best thing ive heard this weekend at sxsw quoti gave my ipad money to japan relief i dont need an ipad quot,0
IPad 2 is better..they have had time to improve #sxsw,iPad,Positive,ipad is betterthey have had time to improve sxsw,1
{link} Go beyond Earth Hour this year by sharing positive actions with the world. Download the #EarthHour 60+ iPhone app. #SXSW,iPad or iPhone App,Positive,link go beyond earth hour this year by sharing positive actions with the world download the earthhour iphone app sxsw,1
Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,Google,Negative,google vs bing on bettersearch bing has a shot at success w structured search potentially higher margin cpa model vs google sxsw,0
Of course Bing results are good they are Google's:) #SEO #SXSW #qagb,Google,Positive,of course bing results are good they are googles seo sxsw qagb,1
impulsive buy = all your friends at #SXSW -&gt; I now have one too. Selling my 1st gen 32gb 3g iPad now,iPad,Positive,impulsive buy all your friends at sxsw gt i now have one too selling my st gen gb g ipad now,1
���@mention Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2�۝ :),iPad,Positive,buying new ipads with geekdate apple sxsw ipad,1
Someone's buying herself a present ;-) RT @mention Apple Is Opening A Pop-Up Store In Austin For #SXSW {link},Apple,Positive,someones buying herself a present rt apple is opening a popup store in austin for sxsw link,1
Nice find by RSQ's @mention {link} #sxsw #iPad #app,iPad or iPhone App,Positive,nice find by rsqs link sxsw ipad app,1
&quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw,Unknown,Positive,quotyou can google canadian tuxedo and lose yourself for hoursquot sxsw,1
"Exciting, can�۪t wait! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}",Apple,Positive,exciting cant wait rt apple is opening up a temporary store in downtown austin for sxsw amp the ipad launch link,1
"Great for certain meetings. RT @mention Hello, Holler Gram, our new iPad app {link} #hollergram #sxsw",iPad or iPhone App,Positive,great for certain meetings rt hello holler gram our new ipad app link hollergram sxsw,1
Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw,Google,Positive,dont miss charles chen for androidchromeos access at sxsw the google booth in exhibit hall pm sxsw,1
"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention.",Apple,Negative,ipad is coming out at sxsw guess apples pretty desperate to give it attention,0
"If you're coming to #SXSW be sure to download the SXSW Go app, it has all the schedules and locations of the events. {link}",iPad or iPhone App,Positive,if youre coming to sxsw be sure to download the sxsw go app it has all the schedules and locations of the events link,1
Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week. Think I can make it work? #sxsw,iPad,Positive,seriously considering leaving my macbook pro at home and flying solo with the ipad for a week think i can make it work sxsw,1
Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Unknown,Negative,shipments daily follow appleatxdt updates rt popup apple store seems to be out of popup ipads sxsw,0
Four more days! #ipad #sxsw #weekend #battlela,iPad,Positive,four more days ipad sxsw weekend battlela,1
IPhone is dead. Find me on the secret batphone #sxsw.,iPhone,Negative,iphone is dead find me on the secret batphone sxsw,0
Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,Other Google product or service,Positive,google tv demo at the league for extraordinary hackers cool stuff i like web apps on tv google sxsw lxh,1
Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,iPad,Positive,best ipad design big chunky elements generous space clarity trumps density tap quality trumps tap quantity tapworthy sxsw,1
Attending Designing iPad Interfaces - New Navigation Schemas w/ @mention Great stuff so far.  #sxsw,iPad,Positive,attending designing ipad interfaces new navigation schemas w great stuff so far sxsw,1
Lovin the digital! @mention band sings into iPhone &amp; plays guitar app as fans record vids on iPad2s #CNN Digital #cnngrill #sxsw #sxswi,Unknown,Positive,lovin the digital band sings into iphone amp plays guitar app as fans record vids on ipads cnn digital cnngrill sxsw sxswi,1
Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mention,iPad,Negative,why barry diller thinks ipad only content is nuts sxsw link,0
We really DO need another big social network right now - thanks! #SXSW #Google {link},Other Google product or service,Positive,we really do need another big social network right now thanks sxsw google link,1
In Japan: Docomo introduced mobile apps six years before Apple came out with app store. #jpmobilesummit #sxsw,Apple,Negative,in japan docomo introduced mobile apps six years before apple came out with app store jpmobilesummit sxsw,0
Jeez guys dunno about an Apple pop-up over a Gold's Gym. Do u realize how un-Jobs-aesthetic that is? #SXSW #Apple,Apple,Negative,jeez guys dunno about an apple popup over a golds gym do u realize how unjobsaesthetic that is sxsw apple,0
"Before It Even Begins, #Apple Wins #SXSW {link} #tc #apple",Apple,Positive,before it even begins apple wins sxsw link tc apple,1
"Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,Positive,before it even begins apple wins sxsw link by,1
"Before it even begins, #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch #genius",Apple,Positive,before it even begins apple wins sxsw link opening a temporary store in downtown austin to support ipad launch genius,1
"Before It Even Begins, Apple Wins #SXSW - TechCrunch - {link} #ipad",Apple,Positive,before it even begins apple wins sxsw techcrunch link ipad,1
"Before It Even Begins, Apple Wins #SXSW {link}",Apple,Positive,before it even begins apple wins sxsw link,1
"Before it even begins, Apple wins #SXSW {link}",Apple,Positive,before it even begins apple wins sxsw link,1
"Before It Even Begins, Apple Wins #SXSW {link}",Apple,Positive,before it even begins apple wins sxsw link,1
"Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Apple,Positive,before it even begins apple wins sxsw link by for,1
"Before It Even Begins, Apple Wins #SXSW {link} /via @mention by @mention for @mention",Apple,Positive,before it even begins apple wins sxsw link via by for,1
"Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive,before it even begins apple wins sxsw link on,1
"Before It Even Begins, Apple Wins #SXSW {link} via @mention",Apple,Positive,before it even begins apple wins sxsw link via,1
"Before It Even Begins, Apple Wins��#SxSW, {link} -&gt; gonna get sum! via @mention",Apple,Positive,before it even begins apple winssxsw link gt gonna get sum via,1
"Before It Even Begins, Apple Wins SXSW - TechCrunch {link} #sxsw",Apple,Positive,before it even begins apple wins sxsw techcrunch link sxsw,1
"Before It Even Begins, Apple Wins SXSW {link} &lt;&lt; who will win big at #SXSW ?",Apple,Positive,before it even begins apple wins sxsw link ltlt who will win big at sxsw,1
"Before It Even Begins, Apple Wins SXSW {link} #Apple #iPad2 #PM #SXSW",Apple,Positive,before it even begins apple wins sxsw link apple ipad pm sxsw,1
"Before It Even Begins, Apple Wins SXSW {link} #apple #ipad2 #SXSW #TC",Apple,Positive,before it even begins apple wins sxsw link apple ipad sxsw tc,1
"Before It Even Begins, Apple Wins��SXSW {link} #apple #sxsw",Apple,Positive,before it even begins apple winssxsw link apple sxsw,1
